"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[180.0, -999.0], [313.0, -968.0], [437.0, -935.0], [601.0, -887.0], [709.0, -856.0], [858.0, -837.0], [928.313, -753.165], [1059.0, -726.0], [1192.0, -695.0], [1316.0, -662.0], [1480.0, -614.0], [1588.0, -583.0], [1737.0, -564.0], [1742.0, -243.0], [1737.257, 10.727], [1741.0, 251.0], [1735.0, 572.0], [1585.0, 590.0], [1477.0, 621.0], [1313.0, 668.0], [1189.0, 700.0], [1056.0, 731.0], [925.593, 757.374], [855.0, 841.0], [705.0, 859.0], [597.0, 890.0], [433.0, 937.0], [309.0, 969.0], [176.0, 1000.0], [-2.0, 1036.0], [-180.0, 999.0], [-313.0, 968.0], [-437.0, 935.0], [-601.0, 887.0], [-709.0, 856.0], [-858.0, 837.0], [-928.313, 753.165], [-1059.0, 726.0], [-1192.0, 695.0], [-1316.0, 662.0], [-1480.0, 614.0], [-1588.0, 583.0], [-1737.0, 564.0], [-1742.0, 243.0], [-1737.257, -10.727], [-1741.0, -251.0], [-1735.0, -572.0], [-1585.0, -590.0], [-1477.0, -621.0], [-1313.0, -668.0], [-1189.0, -700.0], [-1056.0, -731.0], [-925.593, -757.374], [-855.0, -841.0], [-705.0, -859.0], [-597.0, -890.0], [-433.0, -937.0], [-309.0, -969.0], [-176.0, -1000.0], [2.0, -1036.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[0.0, 0.0], [8.0, -148.0], [26.0, -299.0], [68.0, -462.0], [179.0, -449.0], [288.0, -446.0], [401.0, -463.0], [548.0, -497.0], [764.0, -545.0], [805.0, -350.0], [887.0, -196.0], [755.0, -176.0], [655.0, -155.0], [523.0, -121.0], [272.0, -52.0], [117.0, -11.0]]","[[988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1456.401, -526.152], [1480.0, -529.0], [1620.0, -553.0], [1737.0, -564.0], [1729.0, -416.0], [1711.73, -271.123], [1718.0, -194.0], [1736.0, -70.0], [1728.0, 78.0], [1710.0, 229.0], [1668.0, 392.0], [1557.0, 379.0], [1448.0, 376.0], [1335.0, 393.0], [1188.0, 427.0], [972.0, 475.0], [965.154, 473.778], [918.0, 507.0], [788.0, 661.0], [677.0, 648.0], [568.0, 645.0], [455.0, 662.0], [308.0, 696.0], [92.0, 744.0], [-86.0, 707.0], [-219.0, 676.0], [-343.0, 643.0], [-507.0, 595.0], [-615.0, 564.0], [-764.0, 545.0], [-805.0, 350.0], [-887.0, 196.0], [-892.0, -125.0], [-886.0, -446.0], [-754.0, -466.0], [-660.971, -485.536], [-628.0, -495.0], [-464.0, -542.0], [-340.0, -574.0], [-268.369, -590.696], [-116.0, -631.0], [-15.038, -643.115], [7.326, -646.504], [151.0, -686.0], [306.0, -727.0], [430.0, -759.0], [563.0, -790.0], [741.0, -826.0], [858.0, -837.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[-159.0, -185.0], [-328.0, -228.0], [-474.0, -262.0], [-694.0, -307.0], [-806.0, -359.0], [-532.0, -384.0], [-408.0, -400.0], [-215.0, -443.0], [-77.0, -501.0], [130.0, -620.0], [264.0, -589.0], [477.0, -543.0], [652.0, -485.0], [766.0, -431.0], [893.0, -362.0], [1115.0, -258.0], [1125.0, -131.0], [1133.0, -7.0], [940.0, 23.0], [792.0, 45.0], [680.0, 59.0], [524.0, 70.0], [357.0, 70.0], [181.0, 44.0], [0.0, 4.0]]","[[677.0, -881.0], [858.0, -841.0], [988.991, -685.294], [1046.099, -644.596], [1114.924, -627.084], [1213.0, -634.0], [1380.0, -634.0], [1556.0, -608.0], [1737.0, -568.0], [1896.0, -379.0], [2065.0, -336.0], [2211.0, -302.0], [2431.0, -257.0], [2543.0, -205.0], [2525.0, -81.0], [2514.0, 42.0], [2524.0, 165.0], [2542.0, 289.0], [2268.0, 314.0], [2144.0, 330.0], [1951.0, 373.0], [1813.0, 431.0], [1727.919, 479.911], [1662.0, 558.0], [1388.0, 583.0], [1264.0, 599.0], [1071.0, 642.0], [933.0, 700.0], [726.0, 819.0], [548.0, 782.0], [414.0, 751.0], [201.0, 705.0], [68.0, 674.0], [-56.0, 641.0], [-126.013, 620.508], [-130.0, 620.0], [-264.0, 589.0], [-477.0, 543.0], [-652.0, 485.0], [-766.0, 431.0], [-893.0, 362.0], [-1115.0, 258.0], [-1125.0, 131.0], [-1133.0, 7.0], [-1138.0, -314.0], [-1132.0, -635.0], [-941.603, -664.595], [-874.0, -684.0], [-710.0, -731.0], [-586.0, -763.0], [-453.0, -794.0], [-275.0, -830.0], [-82.0, -860.0], [66.0, -882.0], [178.0, -896.0], [334.0, -907.0], [501.0, -907.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[0.0, 0.0], [8.0, -172.0], [309.0, -166.0], [484.0, -165.0], [616.0, -167.0], [718.0, -172.0], [876.0, -194.0], [1031.0, -248.0], [1351.0, -111.0], [1209.0, -57.0], [1048.0, -6.0], [909.0, 16.0], [785.0, 26.0], [668.0, 29.0], [511.0, 26.0], [213.0, 14.0]]","[[347.0, -863.0], [645.0, -851.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1132.26, -591.791], [1226.0, -590.0], [1524.0, -578.0], [1737.0, -564.0], [1729.0, -392.0], [1711.631, -272.344], [1718.0, -194.0], [1736.0, -70.0], [1728.0, 102.0], [1427.0, 96.0], [1252.0, 95.0], [1187.627, 95.975], [1066.0, 155.0], [978.0, 217.0], [848.0, 371.0], [547.0, 365.0], [372.0, 364.0], [240.0, 366.0], [138.0, 371.0], [-20.0, 393.0], [-175.0, 447.0], [-353.0, 410.0], [-486.0, 379.0], [-610.0, 346.0], [-774.0, 298.0], [-882.0, 267.0], [-1031.0, 248.0], [-1351.0, 111.0], [-1356.0, -210.0], [-1350.0, -531.0], [-1208.0, -585.0], [-1047.0, -636.0], [-908.0, -658.0], [-865.151, -663.142], [-789.0, -685.0], [-625.0, -732.0], [-501.0, -764.0], [-368.0, -795.0], [-190.0, -831.0], [-51.0, -853.0], [73.0, -863.0], [190.0, -866.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[0.0, 0.0], [33.0, -142.0], [77.0, -268.0], [89.0, -388.0], [-826.0, -439.0], [-824.0, -598.0], [39.0, -607.0], [169.0, -650.0], [209.0, -800.0], [251.0, -940.0], [371.0, -924.0], [354.0, -726.0], [348.0, -610.0], [350.0, -412.0], [360.0, -264.0], [382.0, -94.0], [488.0, 232.0], [352.0, 54.0], [217.0, 0.0]]","[[500.0, -914.0], [565.89, -867.044], [641.0, -837.0], [858.0, -837.0], [923.9, -758.427], [993.0, -758.0], [1109.0, -772.0], [1249.0, -796.0], [1385.0, -618.0], [1520.0, -564.0], [1737.0, -564.0], [1719.0, -440.0], [1712.233, -364.337], [1814.0, -243.0], [1901.0, -181.0], [1944.72, -159.462], [2563.0, -125.0], [2561.0, 34.0], [2543.0, 158.0], [2539.819, 193.571], [2544.0, 245.0], [2562.0, 369.0], [2560.0, 528.0], [1995.072, 533.891], [1898.0, 581.0], [1810.0, 643.0], [1680.0, 797.0], [1506.357, 798.811], [1485.0, 870.0], [1365.0, 854.0], [1251.213, 833.681], [1229.0, 831.0], [1067.0, 831.0], [959.0, 857.0], [823.0, 923.0], [735.0, 985.0], [605.0, 1139.0], [485.0, 1123.0], [307.0, 1086.0], [174.0, 1055.0], [50.0, 1022.0], [-114.0, 974.0], [-217.624, 944.256], [-251.0, 940.0], [-371.0, 924.0], [-376.0, 603.0], [-370.0, 282.0], [-365.083, 224.726], [-382.0, 94.0], [-488.0, -232.0], [-493.0, -553.0], [-487.0, -874.0], [-337.0, -892.0], [-229.0, -923.0], [-65.0, -970.0], [59.0, -1002.0], [192.0, -1033.0], [370.0, -1069.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[0.0, -7.0], [129.0, -36.0], [306.0, 22.0], [495.0, 110.0], [616.0, 172.0], [737.0, 238.0], [855.0, 290.0], [959.0, 313.0], [1071.0, 306.0], [1275.0, 255.0], [1260.0, 394.0], [1250.0, 499.0], [1260.0, 606.0], [1275.0, 745.0], [1071.0, 694.0], [959.0, 687.0], [855.0, 710.0], [737.0, 762.0], [616.0, 828.0], [495.0, 890.0], [306.0, 977.0], [129.0, 1036.0], [0.0, 1007.0]]","[[858.0, -1844.0], [988.0, -1689.0], [1075.0, -1627.0], [1205.1, -1562.907], [1352.0, -1562.0], [1468.0, -1576.0], [1608.0, -1600.0], [1737.0, -1571.0], [1737.0, -557.0], [1736.0, -550.111], [1736.0, -63.0], [1607.0, -34.0], [1467.0, -59.0], [1351.0, -73.0], [1203.818, -73.0], [1074.0, -10.0], [986.0, 52.0], [856.0, 206.0], [727.0, 235.0], [549.0, 198.0], [416.0, 167.0], [292.0, 134.0], [128.0, 86.0], [20.0, 55.0], [-129.0, 36.0], [-306.0, -22.0], [-392.989, -62.503], [-419.0, -56.0], [-597.0, -93.0], [-730.0, -124.0], [-854.0, -157.0], [-1018.0, -205.0], [-1126.0, -236.0], [-1275.0, -255.0], [-1280.0, -576.0], [-1275.837, -798.727], [-1280.0, -1066.0], [-1274.0, -1387.0], [-1124.0, -1405.0], [-1016.0, -1436.0], [-852.0, -1483.0], [-728.0, -1515.0], [-595.0, -1546.0], [-417.0, -1582.0], [-396.508, -1576.877], [-305.0, -1619.0], [-128.0, -1678.0], [22.0, -1696.0], [130.0, -1727.0], [294.0, -1774.0], [418.0, -1806.0], [551.0, -1837.0], [729.0, -1873.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[0.0, 0.0], [-4.0, -123.0], [-8.0, -291.0], [-17.0, -454.0], [-40.0, -620.0], [119.0, -619.0], [246.0, -538.0], [352.0, -501.0], [492.0, -458.0], [647.0, -416.0], [766.0, -369.0], [913.0, -302.0], [1061.0, -224.0], [1046.0, -100.0], [1037.0, 2.0], [1061.0, 224.0], [913.0, 302.0], [766.0, 369.0], [647.0, 416.0], [492.0, 458.0], [352.0, 501.0], [246.0, 538.0], [119.0, 619.0], [-40.0, 620.0], [-17.0, 454.0], [-8.0, 291.0], [-4.0, 123.0]]","[[1028.0, -1302.0], [1115.0, -1240.0], [1251.0, -1173.0], [1359.0, -1147.0], [1377.619, -1146.885], [1478.0, -1159.0], [1618.0, -1183.0], [1777.0, -1184.0], [1757.508, -1043.322], [1751.993, -981.646], [1748.91, -925.81], [1758.0, -814.0], [1776.0, -690.0], [1753.0, -524.0], [1744.0, -361.0], [1743.452, -338.0], [1745.0, -273.0], [1754.0, -110.0], [1777.0, 56.0], [1759.0, 180.0], [1748.326, 299.352], [1749.644, 323.226], [1756.837, 411.69], [1776.0, 550.0], [1617.0, 549.0], [1477.0, 524.0], [1369.286, 511.0], [1358.0, 511.0], [1250.0, 537.0], [1114.0, 603.0], [1026.0, 665.0], [896.0, 819.0], [737.0, 818.0], [559.0, 781.0], [426.0, 750.0], [302.0, 717.0], [138.0, 669.0], [30.0, 638.0], [-119.0, 619.0], [-246.0, 538.0], [-352.0, 501.0], [-492.0, 458.0], [-647.0, 416.0], [-766.0, 369.0], [-913.0, 302.0], [-1061.0, 224.0], [-1066.0, -97.0], [-1062.194, -300.636], [-1066.0, -545.0], [-1060.0, -866.0], [-912.0, -944.0], [-765.0, -1011.0], [-646.0, -1058.0], [-491.0, -1100.0], [-351.0, -1143.0], [-245.0, -1180.0], [-118.0, -1261.0], [32.0, -1279.0], [140.0, -1310.0], [304.0, -1357.0], [428.0, -1389.0], [561.0, -1420.0], [739.0, -1456.0], [898.0, -1457.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[-76.0, -85.0], [-178.0, -200.0], [-270.0, -306.0], [-412.0, -374.0], [-958.0, -383.0], [-954.0, -543.0], [-366.0, -560.0], [-269.0, -659.0], [-90.0, -708.0], [-4.0, -539.0], [40.0, -443.0], [94.0, -312.0], [140.0, -190.0], [189.0, -42.0], [4.0, 5.0]]","[[934.0, -752.0], [1004.799, -672.178], [1071.0, -625.0], [1207.0, -558.0], [1315.0, -532.0], [1477.0, -531.0], [1593.0, -545.0], [1733.0, -569.0], [1813.0, -479.0], [1915.0, -364.0], [2007.0, -258.0], [2149.0, -190.0], [2695.0, -181.0], [2691.0, -21.0], [2673.0, 103.0], [2670.909, 126.381], [2676.0, 189.0], [2694.0, 313.0], [2690.0, 473.0], [2102.193, 489.994], [2101.835, 490.168], [2005.0, 589.0], [1919.368, 612.441], [1810.0, 742.0], [1222.0, 759.0], [1125.0, 858.0], [946.0, 907.0], [768.0, 870.0], [635.0, 839.0], [511.0, 806.0], [347.0, 758.0], [239.0, 727.0], [90.0, 708.0], [4.0, 539.0], [-40.0, 443.0], [-94.0, 312.0], [-140.0, 190.0], [-189.0, 42.0], [-194.0, -279.0], [-188.0, -600.0], [-3.0, -647.0], [110.58, -660.63], [234.0, -696.0], [358.0, -728.0], [543.0, -775.0], [676.0, -806.0], [854.0, -842.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[-135.0, -80.0], [-238.0, -203.0], [-240.0, -366.0], [-197.0, -485.0], [-114.0, -625.0], [-32.0, -555.0], [58.0, -445.0], [118.0, -305.0], [108.0, -151.0], [7.0, 13.0]]","[[993.0, -757.0], [1117.42, -608.654], [1204.0, -566.0], [1312.0, -540.0], [1474.0, -539.0], [1590.0, -553.0], [1730.0, -577.0], [1872.0, -484.0], [1975.0, -361.0], [1977.0, -198.0], [1959.0, -74.0], [1953.894, -16.905], [1956.0, 9.0], [1974.0, 133.0], [1976.0, 296.0], [1933.0, 415.0], [1850.0, 555.0], [1710.0, 530.0], [1594.0, 516.0], [1432.0, 516.0], [1324.0, 542.0], [1188.0, 608.0], [1100.0, 670.0], [970.0, 824.0], [792.0, 787.0], [659.0, 756.0], [535.0, 723.0], [371.0, 675.0], [263.0, 644.0], [114.0, 625.0], [32.0, 555.0], [-58.0, 445.0], [-118.0, 305.0], [-123.0, -16.0], [-117.0, -337.0], [-107.0, -491.0], [-6.0, -655.0], [144.0, -673.0], [252.0, -704.0], [416.0, -751.0], [540.0, -783.0], [673.0, -814.0], [851.0, -850.0]]"
"[[0.0, 0.0], [-5.0, -321.0], [1.0, -642.0], [151.0, -660.0], [259.0, -691.0], [423.0, -738.0], [547.0, -770.0], [680.0, -801.0], [858.0, -837.0], [988.0, -682.0], [1075.0, -620.0], [1211.0, -553.0], [1319.0, -527.0], [1481.0, -526.0], [1597.0, -540.0], [1737.0, -564.0], [1719.0, -440.0], [1708.0, -317.0], [1718.0, -194.0], [1736.0, -70.0], [1596.0, -95.0], [1480.0, -109.0], [1318.0, -109.0], [1210.0, -83.0], [1074.0, -17.0], [986.0, 45.0], [856.0, 199.0], [678.0, 162.0], [545.0, 131.0], [421.0, 98.0], [257.0, 50.0], [149.0, 19.0]]","[[-175.0, -72.0], [-304.0, -151.0], [-407.0, -193.0], [-510.0, -208.0], [-673.0, -192.0], [-790.0, -169.0], [-990.0, -124.0], [-1029.0, -292.0], [-760.0, -353.0], [-531.0, -404.0], [-413.0, -430.0], [-288.0, -510.0], [-252.0, -700.0], [-252.0, -862.0], [-274.0, -1015.0], [-533.0, -1157.0], [-762.0, -1207.0], [-1031.0, -1267.0], [-993.0, -1435.0], [-793.0, -1391.0], [-675.0, -1368.0], [-512.0, -1353.0], [-409.0, -1368.0], [-307.0, -1411.0], [-180.0, -1488.0], [6.0, -1568.0], [319.0, -1499.0], [270.0, -1290.0], [248.0, -1143.0], [241.0, -922.0], [242.0, -782.0], [242.0, -642.0], [246.0, -494.0], [257.0, -358.0], [322.0, -65.0], [15.0, 8.0]]","[[1033.0, -765.0], [1162.0, -686.0], [1265.0, -644.0], [1368.0, -629.0], [1525.284, -644.439], [1670.0, -677.0], [1848.0, -713.0], [1978.0, -558.0], [2065.0, -496.0], [2201.0, -429.0], [2309.0, -403.0], [2471.0, -402.0], [2587.0, -416.0], [2727.0, -440.0], [2766.0, -272.0], [2748.0, -148.0], [2737.0, -25.0], [2747.0, 98.0], [2765.0, 222.0], [2496.0, 283.0], [2267.0, 334.0], [2149.0, 360.0], [2024.0, 440.0], [2020.889, 456.422], [2270.0, 593.0], [2499.0, 643.0], [2768.0, 703.0], [2750.0, 827.0], [2739.0, 950.0], [2749.0, 1073.0], [2767.0, 1197.0], [2729.0, 1365.0], [2589.0, 1340.0], [2473.0, 1326.0], [2311.0, 1326.0], [2203.0, 1352.0], [2067.0, 1418.0], [1979.0, 1480.0], [1849.0, 1634.0], [1671.0, 1597.0], [1562.892, 1573.216], [1531.0, 1567.0], [1368.0, 1552.0], [1265.0, 1567.0], [1163.0, 1610.0], [1036.0, 1687.0], [850.0, 1767.0], [672.0, 1730.0], [359.0, 1661.0], [226.0, 1630.0], [102.0, 1597.0], [9.801, 1570.015], [-6.0, 1568.0], [-319.0, 1499.0], [-324.0, 1178.0], [-318.0, 857.0], [-269.0, 648.0], [-247.0, 501.0], [-246.767, 493.639], [-246.838, 483.635], [-257.0, 358.0], [-322.0, 65.0], [-327.0, -256.0], [-321.0, -577.0], [-14.0, -650.0], [45.773, -657.173], [101.0, -673.0], [225.0, -705.0], [532.0, -778.0], [665.0, -809.0], [843.0, -845.0]]"
